1,1,"2022-10-18 15:47:46","2022-10-18 15:47:46",100,0,SKBO,bogo,4.7009718,-74.1460972,Bogota,-5.0,Colombia,UTC (-5.0),1
2,1,"2022-10-18 15:47:46","2022-10-18 15:47:46",100,0,SEQM,quit,-0.1242271,-78.36056839999999,Quito,-5.0,Ecuador,UTC (-5.0),1
3,1,"2022-10-18 15:47:47","2022-10-18 15:47:47",100,0,SVMI,cara,10.6020672,-66.9993506,Caracas,-4.0,Venezuela,UTC (-4.0),1
4,1,"2022-10-18 15:47:47","2022-10-18 15:47:47",100,0,SBBR,bras,-15.8697369,-47.9172348,Brasilia,-3.0,Brasil,UTC (-3.0),1
5,1,"2022-10-18 15:47:48","2022-10-18 15:47:48",100,0,SPIM,lima,-12.1000877,-76.9700112,Lima,-5.0,Peru,UTC (-5.0),1
6,1,"2022-10-18 15:47:48","2022-10-18 15:47:48",100,0,SLLP,lapa,-16.5103878,-68.1882241,La_Paz,-4.0,Bolivia,UTC (-4.0),1
7,1,"2022-10-18 15:47:49","2022-10-18 15:47:49",100,0,SCEL,sant,-33.3898377,-70.7944644,Santiago_de_Chile,-4.0,Chile,UTC (-4.0),1
8,1,"2022-10-18 15:47:49","2022-10-18 15:47:49",100,0,SABE,buen,-34.6036844,-58.3815591,Buenos_Aires,-3.0,Argentina,UTC (-3.0),1
9,1,"2022-10-18 15:47:50","2022-10-18 15:47:50",100,0,SGAS,asun,-25.2416652,-57.51401579999999,Asuncion,-4.0,Paraguay,UTC (-4.0),1
10,1,"2022-10-18 15:47:50","2022-10-18 15:47:50",100,0,SUAA,mont,-34.9042763,-56.1965492,Motenvideo,-3.0,Uruguay,UTC (-3.0),1
11,1,"2022-10-18 15:47:51","2022-10-18 15:47:51",100,0,LATI,tira,41.3275459,19.8186982,Tirana,1.0,Albania,UTC (1.0),2
12,1,"2022-10-18 15:47:51","2022-10-18 15:47:51",100,0,EDDI,berl,52.52000659999999,13.404954,Berlin,1.0,Alemania,UTC (1.0),2
13,1,"2022-10-18 15:47:52","2022-10-18 15:47:52",100,0,LOWW,vien,48.1126125,16.5755139,Viena,1.0,Austria,UTC (1.0),2
14,1,"2022-10-18 15:47:52","2022-10-18 15:47:52",100,0,EBCI,brus,50.4625609,4.4598286,Bruselas,1.0,Belgica,UTC (1.0),2
15,1,"2022-10-18 15:47:53","2022-10-18 15:47:53",100,0,UMMS,mins,53.8896537,28.0342018,Minsk,3.0,Bielorrusia,UTC (3.0),2
16,1,"2022-10-18 15:47:53","2022-10-18 15:47:53",100,0,LBSF,sofi,42.6932699,23.4078667,Sofia,2.0,Bulgaria,UTC (2.0),2
17,1,"2022-10-18 15:47:54","2022-10-18 15:47:54",100,0,LKPR,prag,50.10179100000001,14.2631811,Praga,1.0,Checa,UTC (1.0),2
18,1,"2022-10-18 15:47:54","2022-10-18 15:47:54",100,0,LDZA,zagr,45.7407504,16.0674365,Zagreb,1.0,Croacia,UTC (1.0),2
19,1,"2022-10-18 15:47:55","2022-10-18 15:47:55",100,0,EKCH,cope,55.6123217,12.6472251,Copenhague,1.0,Dinamarca,UTC (1.0),2
20,1,"2022-10-18 15:47:55","2022-10-18 15:47:55",100,0,LZIB,brat,48.1702634,17.2105238,Bratislava,1.0,Eslovaquia,UTC (1.0),2
21,1,"2022-10-18 15:47:55","2022-10-18 15:47:55",100,0,LJLJ,liub,46.2259433,14.4559143,Liubliana,1.0,Eslovenia,UTC (1.0),2
22,1,"2022-10-18 15:47:56","2022-10-18 15:47:56",100,0,LEMD,madr,40.4983322,-3.5675982,Madrid,1.0,Espa̱a,UTC (1.0),2
23,1,"2022-10-18 15:47:56","2022-10-18 15:47:56",100,0,EETN,tall,59.4165934,24.7991302,Tallin,3.0,Estonia,UTC (3.0),2
24,1,"2022-10-18 15:47:57","2022-10-18 15:47:57",100,0,EFHK,hels,60.31827509999999,24.9497147,Helsinki,2.0,Finlandia,UTC (2.0),2
25,1,"2022-10-18 15:47:57","2022-10-18 15:47:57",100,0,LFPG,pari,49.0080713,2.5509443,Paris,1.0,Francia,UTC (1.0),2
26,1,"2022-10-18 15:47:58","2022-10-18 15:47:58",100,0,LGAV,aten,37.9356467,23.9484156,Atenas,2.0,Grecia,UTC (2.0),2
27,1,"2022-10-18 15:47:58","2022-10-18 15:47:58",100,0,EHAM,amst,52.3105386,4.7682744,Amsterdam,1.0,Holanda,UTC (1.0),2
28,1,"2022-10-18 15:47:59","2022-10-18 15:47:59",100,0,LHBP,buda,47.4384587,19.2522958,Budapest,1.0,Hungria,UTC (1.0),2
29,1,"2022-10-18 15:47:59","2022-10-18 15:47:59",100,0,EIDW,dubl,53.42644809999999,-6.249909799999999,Dublin,1.0,Irlanda_(Eire),UTC (1.0),2
30,1,"2022-10-18 15:48:00","2022-10-18 15:48:00",100,0,BIKF,reyk,63.98148690000001,-22.6281864,Reykjavik,0.0,Islandia,UTC (0.0),2
31,1,"2022-10-18 15:48:00","2022-10-18 15:48:00",100,0,LIRA,roma,41.9027835,12.4963655,Roma,1.0,Italia,UTC (1.0),2
32,1,"2022-10-18 15:48:00","2022-10-18 15:48:00",100,0,EVRA,riga,56.9676941,24.1056221,Riga,3.0,Letonia,UTC (3.0),2
33,1,"2022-10-18 15:48:01","2022-10-18 15:48:01",100,0,ELLX,luxe,49.6289002,6.2147446,Luxemburgo,1.0,Luxemburgo,UTC (1.0),2
34,1,"2022-10-18 15:48:01","2022-10-18 15:48:01",100,0,LMML,lava,35.8528531,14.4867114,LaValletta,1.0,Malta,UTC (1.0),2
35,1,"2022-10-18 15:48:02","2022-10-18 15:48:02",100,0,ENGM,oslo,60.1975501,11.1004153,Oslo,1.0,Noruega,UTC (1.0),2
36,1,"2022-10-18 15:48:02","2022-10-18 15:48:02",100,0,EPMO,vars,52.4492645,20.6512374,Varsovia,1.0,Polonia,UTC (1.0),2
37,1,"2022-10-18 15:48:03","2022-10-18 15:48:03",100,0,LPPT,lisb,38.7755936,-9.135366699999999,Lisboa,1.0,Portugal,UTC (1.0),2
38,1,"2022-10-18 15:48:03","2022-10-18 15:48:03",100,0,EGLL,lond,51.5072178,-0.1275862,Londres,1.0,Reino_Unido,UTC (1.0),2
39,1,"2022-10-18 15:48:04","2022-10-18 15:48:04",100,0,ESKN,esto,58.78902009999999,16.9153649,Estocolmo,1.0,Suecia,UTC (1.0),2
40,1,"2022-10-18 15:48:04","2022-10-18 15:48:04",100,0,LSZB,bern,46.912222,7.499167000000001,Berna,1.0,Suiza,UTC (1.0),2
